# fen	move_played	grade	source
W:W16,27,28,32,33,34,35,36,37,38,39:B7,12,13,14,18,19,23,24,25,26	28-22	?	deel2:p46
B:W22,27,28,32,35,36,37,38,40,42,44,48,49,50:B1,8,10,11,13,14,16,18,19,21,23,24,25,26	23-29	?	deel2:p47
B:W22,27,28,32,36,37,38,39,44,48:B3,4,7,8,16,19,21,24,25,26	8-13	?	deel2:p47
B:W22,28,30,32,33,35,36,37,38,39,40:B3,6,8,9,12,13,15,16,19,24,26	12-18	?	deel2:p47
B:W23,27,28,29,32,33,37,38,39,44,49:B2,6,9,11,12,14,16,18,19,20,30	20-25	?	deel2:p48
B:WK2,34,35,36,38,39,40,42,43,45,48,49:B3,5,6,8,9,12,13,14,15,16,21,24,25	25-30	!	deel2:p48
B:W11,23,28,31,32,33,37,38,39,45:B6,8,12,13,14,16,19,26,35	6x17	?	deel2:p50
B:W22,25,27,28,30,32,35,37,38,42,43,44,45,47,48:B3,6,8,9,10,11,12,13,14,15,16,19,20,24,26	12-18	?	deel2:p52
W:W35,36,38,39,40,42,43,45,46,48:B1,2,4,7,9,10,11,12,13,14,15,16,24,28,34	39x6	!	deel2:p52
W:W6,29,33,35,36,37,38,39,45,48:B1,2,4,10,16,18,20,22,23,28	37-32	!	deel2:p52
W:W6,12,33,35,36,45,48:B1,2,4,10,16,20,22,32	12-7	!	deel2:p52
B:W23,27,28,32,33,34,36,37,38,39,40:B8,9,11,13,14,15,16,19,21,25,26	11-17	?	deel2:p53
W:W23,27,28,32,33,34,35,36,37,38,39:B9,11,12,13,14,16,19,20,21,25,26	35-30	!	deel2:p53
W:W32,33,36,37,38:B8,9,12,14,16,19,25,26,29	33x4	!	deel2:p53
W:W23,27,28,32,33,34,35,36,37,38,39:B9,11,12,13,14,16,19,20,21,25,26	27-22	?	deel2:p53
B:W23,27,28,30,32,33,34,36,37,38,39:B9,11,12,13,14,16,19,20,21,25,26	20-24	?	deel2:p53
B:W23,27,28,30,32,33,34,36,37,38,39:B9,11,12,13,14,16,19,20,21,25,26	13-18	?	deel2:p53
B:W23,27,28,30,32,33,34,36,37,38,39:B9,11,12,13,14,16,19,20,21,25,26	12-18	?	deel2:p53
W:W27,28,29,31,32,33,34,35,37,39,40,43,45:B7,8,9,12,13,14,15,16,19,20,24,25,26	28-23	!	deel2:p53
B:W22,28,32,33,34,35,36,37,38,39,40,43,45,48,49:B1,3,4,6,8,9,12,13,14,15,16,19,24,25,26	1-7	?!	deel2:p53
W:WK2,36,38,39,43,45,48,49:B3,4,6,8,9,12,13,16,19,35	48-42	!	deel2:p53
B:WK2,36,38,39,42,43,45,49:B3,4,6,8,9,12,13,16,19,35	19-24	!	deel2:p53
B:W22,25,28,30,32,33,34,35,36,37,38,43,48:B3,6,8,9,10,13,14,16,19,21,24,26	8-12	?	deel2:p54
W:W23,27,28,30,32,33,36,37,38,40,44,45,50:B8,9,12,13,14,15,16,19,20,21,24,26,35	30-25	!	deel2:p54
B:W23,25,27,28,32,33,36,37,38,40,44,45,50:B8,9,12,13,14,15,16,19,20,21,24,26,35	13-18	?	deel2:p54
B:W23,25,28,31,32,33,37,38,40,44,45,50:B7,9,12,13,14,15,19,20,21,24,26,35	13-18	?	deel2:p54
W:W28,31,32,33,34,37,38,40,44,45,50:B7,8,9,13,14,15,19,20,21,24,26	31-27	?	deel2:p55
B:W27,28,32,33,34,37,38,40,44,45,50:B7,8,9,13,14,15,19,20,21,24,26	20-25	!	deel2:p55
B:W18,28,32,34,37,38,40,44,45,50:B9,13,14,15,26	13x31	!	deel2:p55
B:W22,23,28,32,33,35,37,38,40,45:B8,9,13,14,16,19,21,24,26,34	21-27	!	deel2:p55
B:W23,28,29,32,33,34,37,38,39,40,42,44,48:B1,3,7,9,12,13,14,15,19,25,26,30,35	1-6	?	deel2:p56
B:W28,29,31,33,35,37,39:B3,7,9,13,15,19,26	3-8	?	deel2:p56
W:W27,28,32,33,35,36,37,38,39,40,43,44,45,48:B3,4,6,7,8,9,10,13,14,15,16,19,21,25	27-22	!	deel2:p57
B:W22,28,29,32,33,36,37,38,39,40,44,48,50:B3,4,6,7,8,9,12,13,16,19,21,25,35	21-26	?	deel2:p58
B:W22,28,29,32,33,36,37,38,39,40,44,48,50:B3,4,6,7,8,9,12,13,16,19,21,25,35	12-18	?	deel2:p58
B:W22,28,29,32,33,36,37,38,39,40,44,48,50:B3,4,6,7,8,9,12,13,16,19,21,25,35	19-24	?	deel2:p58
W:W25,27,30,32,35,36,37,38,39,40,42,43,45,46,48:B3,5,6,7,8,11,12,13,14,16,18,19,23,28,29	40-34	?	deel2:p58
B:W17,25,27,30,31,32,35,37,38,44,45:B1,13,14,15,16,18,19,23,24,26,29	15-20	?	deel2:p59
W:W26,32,33,34,37,38,39,45,47,49:B1,12,13,14,18,19,22,23,25,28	49-44	?	deel2:p60
W:W27,30,31,32,36,37,42,45,47,49:B6,8,12,13,14,16,18,23,29,33	49-44	?	deel2:p60
B:W27,30,31,32,36,37,42,44,45,47:B6,8,12,13,14,16,18,23,29,33	14-20	!	deel2:p60
W:W25,26,27,28,32,36,37,38,39,40,42,43,44:B6,8,11,12,13,14,15,16,17,18,19,23,29	40-35	?	deel2:p61
W:W26,27,35,38,39,42,43:BK49,8,11,13,15,16,28	39-33	!	deel2:p61
W:W25,26,27,28,32,36,37,38,39,40,42,43,44:B6,8,11,12,13,14,15,16,17,18,19,23,29	39-33	?	deel2:p61
B:W25,26,27,28,32,33,36,37,38,40,42,43,44:B6,8,11,12,13,14,15,16,17,18,19,23,29	15-20	!	deel2:p61
W:W21,25,28,30,32,35,37,38,42,44,45,48:B3,4,7,8,11,12,13,14,19,23,24,29	28-22	?	deel2:p61
W:W16,25,30,31,32,35,37,39,42,43,45,48,50:B1,8,12,14,15,17,18,19,20,22,23,28,29	30-24	?	deel2:p62
W:W16,25,32,34,36,37,38,39,40:B7,12,14,17,18,19,23,28,29	40-35	?	deel2:p62
W:W25,30,32,35,36,37,38,39,47:B6,8,12,14,18,19,22,23,24	47-42	?	deel2:p62
W:W25,30,32,35,36,37,38,39,47:B6,8,12,14,18,19,22,23,24	39-33	!	deel2:p62
W:W25,30,31,35,36,38,47:B6,12,13,14,19,20,22	38-33	!	deel2:p62
B:W25,30,31,33,35,36,47:B6,12,13,14,19,20,22	22-28	!	deel2:p62
B:W25,27,28,30,32,35,37,38,40:B8,13,14,16,18,19,23,26,29	16-21	?	deel2:p62
W:W16,25,28,30,32,37,38,44:B12,13,14,18,19,26,29	28-23	?	deel2:p62
W:W16,25,28,30,32,37,38,44:B12,13,14,18,19,26,29	44-40	!	deel2:p63
W:W16,25,26,28,30,32,38,40:B13,14,17,18,19,29	26-21	!	deel2:p63
B:W21,22,25,27,32,35,38,39,42,44:B6,7,8,13,14,16,18,19,23,29	8-12	!	deel2:p63
W:W21,22,25,27,32,35,38,39,42,44:B6,7,12,13,14,16,18,19,23,29	22-17	!?	deel2:p63
W:W25,26,27,30,32,35,36,37,38,39,42,43,45,46,48,50:B1,3,4,6,8,9,12,13,14,15,16,17,18,19,23,29	50-44	?	deel2:p63
W:W26,27,30,35,36,37,38,39,42,43,45,46,48:BK49,1,3,4,6,8,9,12,13,15,16,17	26-21	!	deel2:p63
B:W16,27,30,35,36,37,38,39,43,45,46:BK49,1,3,4,6,9,12,13,18,20	6-11	!	deel2:p63
W:W25,26,27,30,31,32,36,40,44,45,48:B8,12,13,14,15,16,17,18,19,23,29	40-35	?	deel2:p63
W:W26,27,28,31,32,34,35,36,37,38,40,42,43,44,45,47,48:B1,3,4,6,7,8,9,11,12,13,14,16,17,18,19,23,29	34-30	?	deel2:p64
W:W25,27,30,31,32,36,37,38,40,42,43,44,45,47,48:B1,3,4,6,8,9,12,13,14,16,17,18,19,23,29,33	40-35	?	deel2:p64
W:W22,25,26,27,31,32,33,36,37,38,42,43,44,45,48:B3,6,8,9,11,12,13,14,15,16,18,20,23,24,29	43-39	?	deel2:p64
W:W25,26,27,32,33,36,38,39,43,44:B1,7,11,14,17,19,23,24,29,35	27-21	?	deel2:p64
B:W21,25,26,32,33,36,38,39,43,44:B1,7,11,14,17,19,23,24,29,35	23-28	!	deel2:p64
W:W25,26,27,30,31,32,36,37,38,39,40,41,42,43,44,45:B1,3,6,8,11,12,13,14,15,16,17,18,19,21,23,29	40-35	?	deel2:p64
W:W25,30,31,32,35,36,37,38,41,42,43,44,45:B3,6,7,8,12,13,14,15,16,18,19,23,29,33	43-39	?	deel2:p64
W:W25,26,30,32,35,36,37,39,41,42,45,47,48,50:B3,4,6,7,9,11,12,13,14,17,19,23,24,28	50-44	?	deel2:p65
B:W25,27,28,31,32,35,36,37,38,42,44,48:B3,6,12,13,14,16,18,19,20,23,24,26	23-29	!	deel2:p65
W:W30,36,42,48:BK21,3,6,12,13,16,24,28	30x26	!	deel2:p65
W:W16,25,32,35,37,38,39,40,42,47,50:B6,7,12,14,15,18,19,23,28,29,36	40-34	?	deel2:p66
W:W26,32,34,35,36,39,40,45,49:BK47,3,4,6,7,9	35-30	!	deel2:p67
B:W26,30,32,34,36,39,40,45,49:BK47,3,4,6,7,9	47-20	?	deel2:p67
W:W26,30,32,34,36,39,40,45,49:BK20,3,4,6,7,9	40-35	!	deel2:p67
W:W26,30,32,34,35,36,39,45,49:BK20,3,4,6,7,13	49-43	!	deel2:p67
B:W26,32,34,35,36,39,40,45,49:B3,4,6,7,9,42	42-48	?	deel2:p68
W:W26,32,34,35,36,39,40,45,49:BK48,3,4,6,7,9	35-30	!	deel2:p68
W:W25,26,27,35,36,38,39,42,50:B3,12,13,14,17,18,19,23,24	50-44	?	deel2:p68
W:W25,26,27,35,36,38,39,42,44:B3,12,13,14,17,18,19,23,29	38-32	?	deel2:p68
W:W25,26,27,30,31,32,36,37,38,39,40,43,44,45,48:B6,7,8,9,11,12,13,14,15,16,17,18,22,23,29	39-33	?	deel2:p68
W:W21,25,35,36,39,42,43,44,45:B1,12,13,14,18,19,22,23,29	35-30	?	deel2:p68
W:W16,25,32,33,35,36,38,39,42,44,48:B7,12,13,14,17,18,19,22,23,24,29	36-31	?	deel2:p68
W:W16,25,30,31,32,34,35,37,38,41,42,43:B1,3,12,13,14,17,18,19,23,26,28,29	43-39	?	deel2:p69
W:W10,16,25,26,30,38:BK46,1,3,12,17,19,23	25-20	!	deel2:p69
W:W25,28,30,31,32,33,35,36,37,38,39,42,43,44,45,48:B1,2,3,4,6,8,9,11,13,14,15,19,21,23,24,29	28-22	?	deel2:p69
B:W25,27,31,32,33,36,37,39,40,41,42:B3,11,12,13,14,16,18,23,24,26,28	16-21	!	deel2:p70
W:W25,26,31,32,36,38,39,40,49:B8,12,14,16,17,19,23,24,29	31-27	?	deel2:p70
B:WK4,25,36,49:BK50,16,19	19-24	?	deel2:p70
W:W25,27,30,31,32,35,36,37,38,39,42,43,44,47,48,49:B2,3,4,5,6,11,12,13,14,16,18,19,21,23,24,28	38-33	?	deel2:p70
W:W16,25,26,31,35,36,37,38,39,42,43,44,45,48:B3,6,7,8,12,13,14,15,17,18,20,22,24,28	38-32	?	deel2:p71
W:W25,27,28,30,31,32,35,37,38,41,42,44,47,48,49,50:B2,3,6,7,8,9,11,12,13,14,16,18,19,21,23,24	31-26	?	deel2:p71
B:W14,27,30,32,35,37,41,42,44,47,48,49,50:B2,3,6,7,8,9,12,13,16,18,19,23,33	19x10	!	deel2:p71
W:W25,27,30,32,35,37,38,41,42,44,47,48,49,50:B2,3,6,7,8,9,12,13,14,16,18,19,23,29,33	49-43	?	deel2:p72
W:W16,30,31,32,35,36,37,38,40,42,43,44,45,46,47,48,49:B1,2,3,4,6,7,8,9,12,13,14,17,18,19,23,24,28	30-25	?	deel2:p73
W:W25,27,32,34,36,37,38,39,42,45,48:B3,6,8,11,12,13,14,18,23,28,30	39-33	?	deel2:p73
W:W25,27,30,31,32,35,36,37,38,39,45,49:B3,7,8,11,12,13,14,15,19,23,24,28	49-44	?	deel2:p73
W:W25,30,32,35,36,37,39,41,42,43,44,45:B3,6,9,11,12,13,14,15,16,20,23,28	36-31	?	deel2:p74
W:W16,25,27,30,35,38,41,42,43,44:B4,6,7,12,13,14,19,23,24,29	38-32	?	deel2:p74
B:W8,16,35:BK46,4,6,7,23	4-9	!	deel2:p74
W:W25,30,31,32,35,36,38,42,43,44:B4,6,8,12,13,14,18,20,22,23	43-39	?	deel2:p74
W:W25,26,27,32,35,36,39,41,43,48,49:B4,6,8,12,14,16,17,18,19,23,24,29	43-38	?	deel2:p74
W:W25,27,30,31,32,35,36,37,38,39,40,42,46:B2,6,11,12,13,14,16,18,19,21,23,26,28	38-33	?	deel2:p74
W:W22,28,32,37,38:B6,7,8,9,11,17,25,39	28-23	!	deel2:p82
W:W24,25,27,28,31,32,34,36,37,38,39,46:B7,9,11,12,13,14,15,16,17,18,21,26	27-22	!	deel2:p90
W:W25,27,28,31,32,33,34,36,37,38,46:B7,9,11,12,13,16,17,18,19,21,24,26	34-29	?	deel2:p91
B:W22,28,29,32,34,36,37,38,39,42,43,45,47,48,49,50:B1,3,4,6,7,8,9,10,11,12,13,14,17,21,25,30	14-20	?	deel2:p92
B:W22,23,26,28,32,33,37,38,39,42,46,48,50:B6,7,11,12,13,14,15,16,17,19,21,25,30	14-20	?	deel2:p92
B:W12,23,27,31,32,34,35,36,37,39:B9,11,15,16,21,22,24,25,26,30	24-29	!	deel2:p93
B:W18,23,27,31,32,34,35,36,37,39:B9,11,15,16,17,21,24,25,26,30	15-20	?	deel2:p93
W:W26,27,28,29,32,33,34,36,37,38,39,42,44:B6,7,8,11,12,13,16,17,20,21,25,30,35	27-22	!	deel2:p94
B:W22,23,27,28,31,32,33,35,36,37,38,39,40,41,42:B2,6,7,8,11,12,13,14,15,16,17,19,24,25,30	14-20	?	deel2:p94
B:W22,23,27,28,31,32,33,35,36,37,38,39,40,41,42:B2,6,7,8,11,12,13,14,15,16,17,19,24,25,30	13-18	!	deel2:p94
B:W22,27,28,32,33,37,39,41,45:B3,11,13,16,17,21,24,26,30	3-9	!	deel2:p95
W:W22,27,28,32,33,37,39,41,45:B9,11,13,16,17,21,24,26,30	28-23	?	deel2:p95
W:W27,32,33,37,39,40,41:B4,11,16,17,21,26,30	41-36	!	deel2:p95
B:W22,27,28,29,32,33,34,36,37,38,39,41,42,43,44,48:B2,3,4,6,7,8,11,12,13,15,17,20,25,26,30,35	12-18	?	deel2:p96
B:W23,28,29,32,34,37,38,39,43,48:B8,10,11,15,16,17,20,21,25,30	8-13	?	deel2:p97
W:WK6,29,37,38,43,48:B13,15,16,20,21,40	37-31	?	deel2:p97
W:WK6,29,31,38,43,48:B13,15,16,20,21,45	29-23	?	deel2:p97
B:W18,22,28,29,32,33,35,36,37,38,39,40,41,45,46,47,48:B2,3,4,6,7,9,11,13,14,16,17,19,21,24,25,26	24-30	?	deel2:p97
B:W18,22,28,29,32,33,35,36,37,38,39,40,41,45,46,47,48:B2,3,4,6,7,9,11,13,14,16,17,19,21,24,25,26	14-20	?	deel2:p97
W:W16,21,33,34,37,38,39,44,45:B6,7,11,13,15,24,25,30,35	38-32	!	deel2:p98
B:W22,28,29,32,33,36,37,39,42,43,45,47,48,49:B1,3,6,8,9,10,11,12,13,14,17,25,26,30	14-20	?	deel2:p99
B:W11,28,29,31,32,34,36,37,38,39,42,48,50:B1,2,3,7,10,12,15,16,20,21,25,26,30	1-6	?	deel2:p99
W:WK32,17,42,48,50:B7,15,16,25,39,45	32-28	?	deel2:p99
W:W16,21,26,30,31,35,36,38,40,42,45:B2,7,12,13,14,17,18,19,22,24,28	40-34	?	deel2:p100
W:W30,34,36,37,38,39,40,42,43,44,45,47,48,49:B1,3,4,8,9,11,13,14,15,18,19,22,23,29	39-33	?	deel2:p100
W:W16,21,25,26,31,34,35,36,40,45,47,48:B1,7,12,13,14,17,19,20,22,23,24,29	47-41	?	deel2:p101
B:W21,25,26,28,30,32,35,38,43:B9,11,12,14,17,18,19,23,29	9-13	?	deel2:p102
W:W21,25,26,34,35,36,37,38,39,40,41,42,43,45,48,49:B2,3,6,8,9,10,12,13,14,18,19,20,22,23,24,28	37-31	?	deel2:p102
W:W16,21,26,27,34,35,38,39,40,43,45,47,48:B6,7,9,12,13,14,15,17,18,19,20,23,29	47-41	?	deel2:p102
W:W16,21,25,26,30,31,33,34,35,36,38,40,45,48,49:B2,3,7,9,12,14,15,17,18,19,20,22,23,24,29	48-42	?	deel2:p103
W:W16,25,27,30,31,34,35,42,45:B6,12,14,18,19,20,23,28,29	27-21	?	deel2:p103
W:W21,26,30,31,35,36,38,39,41,42,43,45,48:B2,3,6,8,9,11,12,13,14,18,19,23,28,40	45x34	?	deel2:p103
W:W16,32,33,34,35,37,38,41,42,45,47,48,49:B2,3,4,7,12,14,15,17,18,19,22,25,26	48-43	?	deel2:p103
W:W26,31,35,36,37,38,41,43,44,49,50:B3,4,7,10,11,12,13,17,22,23,27	37-32	?	deel2:p135
W:W25,26,31,36,37,38,39,41,42,44,47,48:B2,3,6,11,12,14,17,19,21,22,23,27	37-32	?	deel2:p135
W:W25,26,30,31,35,36,37,38,41,43,48,49:B2,3,4,7,11,12,14,15,17,22,23,27	37-32	?	deel2:p135
W:W24,26,29,31,34,36,40,41,42,48:B10,11,12,13,17,18,22,25,27,28	48-43	?	deel2:p135
W:W25,26,31,35,36,37,38,39,40,41,42,43,48,49:B2,4,6,7,8,9,11,12,14,17,18,22,23,27	37-32	?	deel2:p135
W:W28,30,32,33,35,36,37,40,41,42,43,44,45,47,48,49:B1,2,3,4,5,8,9,11,12,13,14,17,19,20,22,23	42-38	?	deel2:p135
W:W25,26,31,35,36,37,38,41,43,49:B11,12,14,17,18,19,22,23,24,27	37-32	?	deel2:p135
W:W26,31,33,34,35,36,38,39,40,41,42,43,45:B2,9,11,12,13,15,17,18,19,20,22,25,27,32	34-30	?	deel2:p136
B:W26,30,31,33,35,36,38,40,41,42,43,45:B2,9,11,12,13,15,17,18,19,20,22,27,32	17-21	!	deel2:p136
W:W30,35,36,37,38,40,41,42,45:BK48,2,9,11,13,15,18,19,20	30-25	!	deel2:p136
B:W25,35,36,37,38,40,41,42,45:BK48,2,9,11,13,15,18,19,20	48-43	!	deel2:p136
W:W25,26,30,35,36,38,43,48,49:BK46,2,3,4,7,11,15	30-24	!	deel2:p137
W:W26,31,35,36,37,38,39,40,41,42,43,48,49:B3,5,6,11,12,13,14,16,17,19,22,23,27	37-32	?	deel2:p137
B:W23,26,28,29,33,34,35,36,37,38,40,44,48:B2,6,8,9,10,12,15,16,17,20,22,24,27	2-7	?	deel2:p137
W:W34,36,37,40,44,48:B6,7,8,9,10,15,16,18,21,26,29,35	34x5	!	deel2:p137
B:W24,26,28,29,31,33,34,36,38,39,40,42,43,45,48,49:B2,4,6,7,8,9,10,12,13,14,15,17,18,22,25,27	14-20	?	deel2:p137
W:W34,36,39,40,43,45,48,49:B2,4,6,7,8,9,10,13,15,18,21,25,29	34x5	!	deel2:p137
B:W24,28,29,33,34,36,38,39,40,41,45:B2,4,8,10,13,14,15,16,20,25,27	14-19	?	deel2:p138
B:W24,28,29,32,34,35,37,39,40,44,45:B3,9,10,12,13,14,15,18,20,21,25	14-19	?	deel2:p138
B:W19,23,24,29,34,36,37,39,40,44:B3,8,10,13,15,17,20,25,26,27	3-9	?	deel2:p138
B:WK5,28,37,39,40,43,46,47,49:B2,3,6,8,12,13,15,16,21,25,26	12-18	!	deel2:p139
B:W24,26,29,30,31,33,34,35,36,37,39,40,45:B8,9,10,12,13,14,15,17,19,22,25,27,28	14-20	?	deel2:p139
W:W24,26,29,30,31,33,34,35,36,37,39,40,45:B8,9,10,12,13,15,17,19,20,22,25,27,28	29-23	!	deel2:p139
B:W24,28,29,34,35,36,37,38,39,40,45,49:B2,4,8,10,13,14,15,16,20,21,25,26	14-19	?	deel2:p139
B:W24,28,29,32,34,35,36,37,39,40,44,45,47,49:B2,3,4,8,9,10,12,13,14,15,16,20,25,26	14-19	?	deel2:p140
W:WK41,35,36,40,44,45,47,49:B2,3,4,8,9,15,16,17,18,25	47-42	!	deel2:p141
B:W24,28,29,34,37,38,39,40,44,45,47,49:B1,2,3,4,8,10,11,13,14,15,20,25	14-19	?	deel2:p141
B:WK5,37,40,44,45,47,49:B1,2,3,4,8,11,13,15,25	13-18	!	deel2:p141
B:W24,28,29,33,34,36,37,39,40,41,45,46:B8,9,10,12,13,15,16,18,20,21,25,26	12-17	?	deel2:p141
B:W24,29,33,34,36,37,38,39,40,41,44,45,46:B1,2,4,7,9,10,15,16,20,22,25,27,28	2-8	?	deel2:p141
B:W23,24,29,33,34,36,37,38,39,40:B4,8,9,13,15,17,20,25,26,27	4-10	?	deel2:p141
B:W24,26,28,29,31,33,36,38,39,40,41,43,45,48,49,50:B2,3,4,7,8,9,10,12,13,14,15,17,20,22,25,27	14-19	?	deel2:p142
B:W22,24,29,33,34,36,38,39,41,43,44,45,48,49:B1,2,4,8,9,10,11,12,13,15,20,21,25	12-18	?	deel2:p142
B:W23,24,29,32,34,35,36,37,38,39,40,41,45:B2,9,10,12,13,15,16,17,20,21,25,26,27	12-18	?	deel2:p142
B:W24,28,29,34,38,39,40,41,44,47,48,49:B2,3,6,8,10,13,14,15,16,20,25,26	14-19	?	deel2:p143
W:W24,26,31,36,37,38,39,40,42,43,46,47,49,50:B2,3,6,7,8,10,11,12,13,15,17,18,22,27	37-32	!	deel2:p143
B:W24,26,31,32,36,38,39,40,42,43,46,47,49,50:B2,3,6,7,8,10,11,12,13,15,17,18,22,27	22-28	?	deel2:p143
W:W26,33,36,38,39,40,43,46,47,49,50:BK48,2,3,6,7,8,10,11,12,15	46-41	!	deel2:p143
W:W16,23,26,30,34,37,39,41,43,45:B4,7,11,12,13,14,17,20,22,25	41-36	?	deel2:p144
B:W16,23,26,30,34,36,37,39,43,45:B4,7,11,12,13,14,17,20,22,25	4-9	!	deel2:p144
B:W16,24,26,29,31,34,36,43,45:B7,11,12,13,14,17,20,22,25,28	13-19	!	deel2:p144
B:W15,16,26,29,31,34,36,43,45:B7,11,12,14,17,19,22,25,28	22-27	!	deel2:p144
B:W16,22,26,29,33,34,36,43,45:B7,11,17,25	17x48	!	deel2:p144
W:W16,23,26,30,34,37,39,41,43,45:B4,7,11,12,13,14,17,20,22,25	23-18	!	deel2:p144
W:W16,30,37,41,45:B4,7,11,13,14,20,22,25,26,32	37x6	!	deel2:p144
W:W24,26,36,37,38,40,43,45,47,49:B2,4,10,11,12,13,14,17,22,27	37-31	?	deel2:p145
W:W26,31,38,40,45,47,49:BK43,2,4,10,11,14	31-27	!	deel2:p145
W:W26,31,33,40,45,47,49:BK32,2,4,10,11,14	26-21	!	deel2:p145
B:W24,26,27,31,36,37,38,40,41,42,43,45,49:B4,6,7,9,11,12,14,15,16,17,18,22,28	14-19	?	deel2:p145
W:W24,26,31,34,35,36,38,39,43,44,47:B3,4,11,12,13,17,22,23,25,27,28	34-29	?	deel2:p146
B:W22,26,29,30,33,35,36,43,47:B3,4,11,17	17x48	!	deel2:p146
B:W26,30,31,32,33,35,36,37,38,42,43,44:B2,4,11,12,13,16,17,18,21,22,23,27	23-28	?	deel2:p146
W:W25,26,31,32,35,36,37,38,39,42,43,44,47,49,50:B2,3,4,6,11,12,14,15,17,18,19,21,22,23,27	39-34	?	deel2:p146
W:W24,26,30,31,33,35,36,38,39,41,49:B10,11,12,13,15,17,19,22,23,27,28	39-34	?	deel2:p146
W:W24,31,36,38,39,41,43,46,49:B7,11,12,13,15,17,22,27,28	39-34	?	deel2:p148
B:W26,31,32,33,34,35,36,37,38,39,41,43:B6,9,11,14,17,19,21,22,23,24,25,27	25-30	!	deel2:p148
W:W24,25,30,36,37,38,41,43:B3,11,12,13,14,18,27,28	37-31	?	deel2:p148
W:W24,26,31,34,36,37,38,43,47,49,50:B3,7,10,11,12,14,15,17,22,23,27	24-19	?	deel2:p148
B:W13,26,31,34,36,37,38,43,47,49,50:B3,7,10,11,12,14,15,17,22,27,28	28-33	!	deel2:p148
W:W15,26,30,33,36,37,38,40,49:B4,11,12,13,14,17,22,23,27	40-34	?	deel2:p148
B:W15,26,30,33,34,36,37,38,49:B4,11,12,13,14,17,22,23,27	23-28	!	deel2:p148
W:W24,25,26,30,31,35,36,37,38,39,41,42,43,44,45,47,49:B2,4,6,7,8,9,10,12,13,14,15,16,17,22,23,27,28	39-34	?	deel2:p149
W:W23,24,28,29,33,34,36,37,38,39,40:B2,3,4,13,15,17,20,21,25,26,27	23-19	!	deel2:p149
B:W19,24,28,29,33,34,36,37,38,39,40:B2,3,4,13,15,17,20,21,25,26,27	3-8	?	deel2:p149
B:WK35,36,40:B2,4,15	4-9	!	deel2:p149
W:WK5,35,36,37:B2,15,18,24,26,34	5-28	!	deel2:p149
W:W7,31,33,34,39,40:B4,9,15,20,22,25,32	7-2	!	deel2:p150
B:W24,26,28,29,30,32,34,36,37,39,40,45,49:B4,7,8,12,13,14,15,16,17,18,19,20,25	17-22	?	deel2:p150
W:W24,26,27,28,29,30,32,34,36,38,40,45:B7,8,13,14,15,16,17,18,19,20,21,25	27-22	!	deel2:p150
W:WK3,26,30,34,36,40,45:B7,13,14,15,16,17,25,29,37,43	3x46	!	deel2:p151
B:W23,24,29,33,34,36,37,38,39,40:B3,10,13,15,17,20,21,25,26,27	3-8	?	deel2:p151
B:W24,26,28,29,30,31,33,34,36,38,39,40,42,43,44,45,49:B2,3,4,6,8,10,11,12,13,14,15,17,18,20,22,25,27	3-9	?	deel2:p152
W:W24,26,28,29,30,31,33,34,36,38,39,40,42,43,44,45,49:B2,4,6,8,9,10,11,12,13,14,15,17,18,20,22,25,27	42-37	!	deel2:p152
W:WK3,36,39,40,43,44,45,49:B2,4,6,9,10,13,14,15,16,21,34,37	3x48	!	deel2:p152
W:W24,26,28,29,30,31,33,34,36,38,39,40,42,43,44,45,49:B2,3,4,6,8,10,11,12,13,14,15,17,18,20,22,25,27	28-23	?	deel2:p152
B:W23,24,26,29,30,31,33,34,36,38,39,40,42,43,44,45,49:B2,3,4,6,8,10,11,12,13,14,15,17,18,20,22,25,27	27-32	!	deel2:p152
W:W24,29,30,34,36,37,38,39,40:B9,12,13,15,19,20,25,26,27	29-23	?	deel2:p152
B:W23,24,29,30,32,34,37,38,40,45,47:B2,3,13,14,15,17,18,20,21,25,36	14-19	?	deel2:p152
B:W23,24,29,30,32,34,37,38,40,45,47:B2,3,13,14,15,17,18,20,21,25,36	17-22	!	deel2:p153
B:W23,24,28,29,32,34,35,36,38,40:B4,12,15,16,18,20,21,25,26,27	12-17	?	deel2:p153
B:W24,28,29,32,34,37,39,40,47,49:B2,9,11,15,17,18,20,21,25,36	9-13	?	deel2:p153
W:WK4,K26,35,47:BK49,18,28,36	4x44	!	deel2:p153
B:W24,28,29,33,34,35,36,37,39,40,48:B2,4,5,6,8,12,15,18,20,25,26	12-17	?	deel2:p154
B:W23,24,29,33,34,35,36,37,39,40,41,42,47:B2,4,7,8,9,13,14,15,16,20,21,25,27	21-26	?	deel2:p155
W:W24,28,29,33,34,35,37,38,40:B2,8,13,15,17,20,21,25,27	29-23	?	deel2:p155
B:W23,24,28,29,34,37,38,40,47,48:B9,11,13,14,15,17,20,21,26,27	11-16	?	deel2:p155
W:W23,24,28,29,34,37,38,40,47,48:B9,11,13,14,15,17,21,25,26,27	38-32	!	deel2:p155
W:W24,29,33,34,35,36,37,38,39,40:B2,4,8,11,13,15,20,25,26,27	29-23	?	deel2:p156
B:WK3,36,37,40,44,45:B2,4,6,15,16,22,25,26	15-20	!	deel2:p156
B:W24,28,29,34,36,37,38,39,40,44,46,47:B1,2,4,8,13,14,15,16,20,25,26,27	14-19	?	deel2:p156
